DestinoID,NombreDestino,Ronda,PlazasTotales,PlazasDisponibles,NumTitulares,NumSuplentes,NumRenuncias,TotalCandidatos,TasaOcupacion,TasaRenuncia,Competitividad
208,Universität für Musik und darstellende Kunst Leipzig,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
208,Universität für Musik und darstellende Kunst Leipzig,Adjudicación Final,3,3,2,0,0,2,66.67,0.0,Baja
209,Università degli Studi della Campania Luigi Vanvitelli,1ª Adjudicación,1,1,1,5,0,6,100.0,0.0,Alta
209,Università degli Studi della Campania Luigi Vanvitelli,2ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
209,Università degli Studi della Campania Luigi Vanvitelli,3ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
209,Università degli Studi della Campania Luigi Vanvitelli,Adjudicación Final,1,1,1,5,0,6,100.0,0.0,Alta
210,Université de l'Île de Tonga,1ª Adjudicación,1,1,1,6,0,7,100.0,0.0,Alta
210,Université de l'Île de Tonga,2ª Adjudicación,1,1,1,5,0,6,100.0,0.0,Alta
210,Université de l'Île de Tonga,3ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
210,Université de l'Île de Tonga,Adjudicación Final,1,1,1,5,0,6,100.0,0.0,Alta
211,Uniwersytet Medyczny w Zgierz,1ª Adjudicación,2,2,2,4,0,6,100.0,0.0,Alta
211,Uniwersytet Medyczny w Zgierz,2ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
211,Uniwersytet Medyczny w Zgierz,3ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
211,Uniwersytet Medyczny w Zgierz,Adjudicación Final,2,2,2,4,0,6,100.0,0.0,Alta
212,Universität für Musik und darstellende Kunst Dresden,1ª Adjudicación,2,2,2,8,0,10,100.0,0.0,Alta
212,Universität für Musik und darstellende Kunst Dresden,2ª Adjudicación,2,2,2,6,0,8,100.0,0.0,Alta
212,Universität für Musik und darstellende Kunst Dresden,3ª Adjudicación,2,2,2,4,0,6,100.0,0.0,Alta
212,Universität für Musik und darstellende Kunst Dresden,Adjudicación Final,2,2,2,7,0,9,100.0,0.0,Alta
213,Università degli Studi di Foggia,1ª Adjudicación,3,3,3,2,0,5,100.0,0.0,Media
213,Università degli Studi di Foggia,2ª Adjudicación,3,3,2,0,0,2,66.67,0.0,Baja
213,Università degli Studi di Foggia,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
213,Università degli Studi di Foggia,Adjudicación Final,3,3,3,1,0,4,100.0,0.0,Media
214,Université de l'Île de Tuvalu,1ª Adjudicación,4,4,4,4,0,8,100.0,0.0,Media
214,Université de l'Île de Tuvalu,2ª Adjudicación,4,4,4,0,0,4,100.0,0.0,Baja
214,Université de l'Île de Tuvalu,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
214,Université de l'Île de Tuvalu,Adjudicación Final,4,4,4,3,0,7,100.0,0.0,Media
215,Uniwersytet Medyczny w Jelenia Góra,1ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
215,Uniwersytet Medyczny w Jelenia Góra,2ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
215,Uniwersytet Medyczny w Jelenia Góra,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
215,Uniwersytet Medyczny w Jelenia Góra,Adjudicación Final,2,2,2,2,0,4,100.0,0.0,Media
216,Universität für Musik und darstellende Kunst München,1ª Adjudicación,4,4,4,2,0,6,100.0,0.0,Media
216,Universität für Musik und darstellende Kunst München,2ª Adjudicación,4,4,2,0,0,2,50.0,0.0,Baja
216,Universität für Musik und darstellende Kunst München,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
216,Universität für Musik und darstellende Kunst München,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
217,Università degli Studi di Bergamo,1ª Adjudicación,2,2,2,6,0,8,100.0,0.0,Alta
217,Università degli Studi di Bergamo,2ª Adjudicación,2,2,2,4,0,6,100.0,0.0,Alta
217,Università degli Studi di Bergamo,3ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
217,Università degli Studi di Bergamo,Adjudicación Final,2,2,2,5,0,7,100.0,0.0,Alta
218,Université de l'Île de Kiribati,1ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
218,Université de l'Île de Kiribati,2ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
218,Université de l'Île de Kiribati,3ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
218,Université de l'Île de Kiribati,Adjudicación Final,1,1,1,3,0,4,100.0,0.0,Alta
219,Uniwersytet Medyczny w Bielsko-Biała,1ª Adjudicación,2,2,2,1,0,3,100.0,0.0,Media
219,Uniwersytet Medyczny w Bielsko-Biała,2ª Adjudicación,2,2,1,0,0,1,50.0,0.0,Baja
219,Uniwersytet Medyczny w Bielsko-Biała,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
219,Uniwersytet Medyczny w Bielsko-Biała,Adjudicación Final,2,2,2,1,0,3,100.0,0.0,Media
220,Universität für Musik und darstellende Kunst Berlin,1ª Adjudicación,4,4,4,0,1,4,100.0,25.0,Baja
220,Universität für Musik und darstellende Kunst Berlin,2ª Adjudicación,4,5,1,0,1,1,25.0,100.0,Baja
220,Universität für Musik und darstellende Kunst Berlin,3ª Adjudicación,4,5,1,0,0,1,25.0,0.0,Baja
220,Universität für Musik und darstellende Kunst Berlin,Adjudicación Final,4,4,3,0,0,3,75.0,0.0,Baja
221,Università degli Studi di Bari Aldo Moro,1ª Adjudicación,3,3,3,0,1,3,100.0,33.33,Baja
221,Università degli Studi di Bari Aldo Moro,2ª Adjudicación,3,4,1,0,0,1,33.33,0.0,Baja
221,Università degli Studi di Bari Aldo Moro,3ª Adjudicación,3,3,1,0,0,1,33.33,0.0,Baja
221,Università degli Studi di Bari Aldo Moro,Adjudicación Final,3,3,2,0,0,2,66.67,0.0,Baja
222,Université de l'Île de Nauru,1ª Adjudicación,2,2,2,1,0,3,100.0,0.0,Media
222,Université de l'Île de Nauru,2ª Adjudicación,2,2,1,0,0,1,50.0,0.0,Baja
222,Université de l'Île de Nauru,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
222,Université de l'Île de Nauru,Adjudicación Final,2,2,2,1,0,3,100.0,0.0,Media
223,Uniwersytet Medyczny w Legionowo,1ª Adjudicación,3,3,3,3,0,6,100.0,0.0,Media
223,Uniwersytet Medyczny w Legionowo,2ª Adjudicación,3,3,3,0,0,3,100.0,0.0,Baja
223,Uniwersytet Medyczny w Legionowo,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
223,Uniwersytet Medyczny w Legionowo,Adjudicación Final,3,3,3,3,0,6,100.0,0.0,Media
224,Universität für Musik und darstellende Kunst Hannover,1ª Adjudicación,1,1,1,8,0,9,100.0,0.0,Alta
224,Universität für Musik und darstellende Kunst Hannover,2ª Adjudicación,1,1,1,7,0,8,100.0,0.0,Alta
224,Universität für Musik und darstellende Kunst Hannover,3ª Adjudicación,1,1,1,6,0,7,100.0,0.0,Alta
224,Universität für Musik und darstellende Kunst Hannover,Adjudicación Final,1,1,1,7,0,8,100.0,0.0,Alta
225,Università degli Studi di Brescia,1ª Adjudicación,4,4,4,5,0,9,100.0,0.0,Alta
225,Università degli Studi di Brescia,2ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
225,Università degli Studi di Brescia,3ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
225,Università degli Studi di Brescia,Adjudicación Final,4,4,4,5,0,9,100.0,0.0,Alta
226,Université de l'Île de Palau,1ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
226,Université de l'Île de Palau,2ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
226,Université de l'Île de Palau,3ª Adjudicación,1,1,1,1,1,2,100.0,100.0,Media
226,Université de l'Île de Palau,Adjudicación Final,1,1,2,3,0,5,200.0,0.0,Alta
227,Uniwersytet Medyczny w Otwock,1ª Adjudicación,5,5,5,2,1,7,100.0,20.0,Media
227,Uniwersytet Medyczny w Otwock,2ª Adjudicación,5,5,5,0,0,5,100.0,0.0,Baja
227,Uniwersytet Medyczny w Otwock,3ª Adjudicación,5,5,1,0,0,1,20.0,0.0,Baja
227,Uniwersytet Medyczny w Otwock,Adjudicación Final,5,5,5,2,0,7,100.0,0.0,Media
228,Universität für Musik und darstellende Kunst Hamburg,1ª Adjudicación,4,4,4,0,0,4,100.0,0.0,Baja
228,Universität für Musik und darstellende Kunst Hamburg,2ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
228,Universität für Musik und darstellende Kunst Hamburg,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
228,Universität für Musik und darstellende Kunst Hamburg,Adjudicación Final,4,4,3,0,0,3,75.0,0.0,Baja
229,Università degli Studi di Catania,1ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
229,Università degli Studi di Catania,2ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
229,Università degli Studi di Catania,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
229,Università degli Studi di Catania,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
230,Université de l'Île de Micronesia,1ª Adjudicación,4,4,4,5,0,9,100.0,0.0,Alta
230,Université de l'Île de Micronesia,2ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
230,Université de l'Île de Micronesia,3ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
230,Université de l'Île de Micronesia,Adjudicación Final,4,4,4,4,0,8,100.0,0.0,Media
231,Uniwersytet Medyczny w Świdnik,1ª Adjudicación,2,2,2,1,0,3,100.0,0.0,Media
231,Uniwersytet Medyczny w Świdnik,2ª Adjudicación,2,2,1,0,0,1,50.0,0.0,Baja
231,Uniwersytet Medyczny w Świdnik,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
231,Uniwersytet Medyczny w Świdnik,Adjudicación Final,2,2,2,0,0,2,100.0,0.0,Baja
232,Universität für Musik und darstellende Kunst Stuttgart,1ª Adjudicación,4,4,4,2,0,6,100.0,0.0,Media
232,Universität für Musik und darstellende Kunst Stuttgart,2ª Adjudicación,4,4,2,0,0,2,50.0,0.0,Baja
232,Universität für Musik und darstellende Kunst Stuttgart,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
232,Universität für Musik und darstellende Kunst Stuttgart,Adjudicación Final,4,4,4,2,0,6,100.0,0.0,Media
233,Università degli Studi Mediterranea di Reggio Calabria,1ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
233,Università degli Studi Mediterranea di Reggio Calabria,2ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
233,Università degli Studi Mediterranea di Reggio Calabria,3ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
233,Università degli Studi Mediterranea di Reggio Calabria,Adjudicación Final,1,1,1,3,0,4,100.0,0.0,Alta
234,Université de l'Île de Marshall Islands,1ª Adjudicación,4,4,4,5,1,9,100.0,25.0,Alta
234,Université de l'Île de Marshall Islands,2ª Adjudicación,4,4,5,2,1,7,125.0,20.0,Media
234,Université de l'Île de Marshall Islands,3ª Adjudicación,4,4,5,0,1,5,125.0,20.0,Media
234,Université de l'Île de Marshall Islands,Adjudicación Final,4,5,5,1,0,6,125.0,0.0,Media
235,Uniwersytet Medyczny w Świebodzin,1ª Adjudicación,1,1,1,5,0,6,100.0,0.0,Alta
235,Uniwersytet Medyczny w Świebodzin,2ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
235,Uniwersytet Medyczny w Świebodzin,3ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
235,Uniwersytet Medyczny w Świebodzin,Adjudicación Final,1,1,1,3,0,4,100.0,0.0,Alta
236,Universität für Musik und darstellende Kunst Frankfurt,1ª Adjudicación,5,5,5,2,0,7,100.0,0.0,Media
236,Universität für Musik und darstellende Kunst Frankfurt,2ª Adjudicación,5,5,2,0,0,2,40.0,0.0,Baja
236,Universität für Musik und darstellende Kunst Frankfurt,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
236,Universität für Musik und darstellende Kunst Frankfurt,Adjudicación Final,5,5,5,2,0,7,100.0,0.0,Media
237,Università degli Studi di Scienze Gastronomiche,1ª Adjudicación,1,1,1,3,1,4,100.0,100.0,Alta
237,Università degli Studi di Scienze Gastronomiche,2ª Adjudicación,1,1,2,3,1,5,200.0,50.0,Alta
237,Università degli Studi di Scienze Gastronomiche,3ª Adjudicación,1,1,2,3,0,5,200.0,0.0,Alta
237,Università degli Studi di Scienze Gastronomiche,Adjudicación Final,1,1,1,1,0,2,100.0,0.0,Media
238,Université de l'Île de Northern Mariana Islands,1ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
238,Université de l'Île de Northern Mariana Islands,2ª Adjudicación,2,2,2,0,1,2,100.0,50.0,Baja
238,Université de l'Île de Northern Mariana Islands,3ª Adjudicación,2,3,1,0,0,1,50.0,0.0,Baja
238,Université de l'Île de Northern Mariana Islands,Adjudicación Final,2,2,2,1,0,3,100.0,0.0,Media
239,Uniwersytet Medyczny w Piotrków Trybunalski,1ª Adjudicación,5,5,5,0,0,5,100.0,0.0,Baja
239,Uniwersytet Medyczny w Piotrków Trybunalski,2ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
239,Uniwersytet Medyczny w Piotrków Trybunalski,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
239,Uniwersytet Medyczny w Piotrków Trybunalski,Adjudicación Final,5,5,5,0,0,5,100.0,0.0,Baja
240,Universität für Musik und darstellende Kunst Mannheim,1ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
240,Universität für Musik und darstellende Kunst Mannheim,2ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
240,Universität für Musik und darstellende Kunst Mannheim,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
240,Universität für Musik und darstellende Kunst Mannheim,Adjudicación Final,4,4,1,0,0,1,25.0,0.0,Baja
241,Università Telematica Pegaso,1ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
241,Università Telematica Pegaso,2ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
241,Università Telematica Pegaso,3ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
241,Università Telematica Pegaso,Adjudicación Final,1,1,1,4,0,5,100.0,0.0,Alta
242,Université de l'Île de Guam,1ª Adjudicación,2,2,2,6,0,8,100.0,0.0,Alta
242,Université de l'Île de Guam,2ª Adjudicación,2,2,2,4,0,6,100.0,0.0,Alta
242,Université de l'Île de Guam,3ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
242,Université de l'Île de Guam,Adjudicación Final,2,2,2,6,0,8,100.0,0.0,Alta
243,Uniwersytet Medyczny w Płock,1ª Adjudicación,3,3,3,2,0,5,100.0,0.0,Media
243,Uniwersytet Medyczny w Płock,2ª Adjudicación,3,3,2,0,0,2,66.67,0.0,Baja
243,Uniwersytet Medyczny w Płock,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
243,Uniwersytet Medyczny w Płock,Adjudicación Final,3,3,3,1,0,4,100.0,0.0,Media
244,Universität für Musik und darstellende Kunst Leipzig,1ª Adjudicación,5,5,5,3,0,8,100.0,0.0,Media
244,Universität für Musik und darstellende Kunst Leipzig,2ª Adjudicación,5,5,3,0,1,3,60.0,33.33,Baja
244,Universität für Musik und darstellende Kunst Leipzig,3ª Adjudicación,5,6,1,0,1,1,20.0,100.0,Baja
244,Universität für Musik und darstellende Kunst Leipzig,Adjudicación Final,5,6,6,0,0,6,120.0,0.0,Media
245,Università degli Studi eCampus,1ª Adjudicación,2,2,2,1,0,3,100.0,0.0,Media
245,Università degli Studi eCampus,2ª Adjudicación,2,2,1,0,0,1,50.0,0.0,Baja
245,Università degli Studi eCampus,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
245,Università degli Studi eCampus,Adjudicación Final,2,2,2,1,0,3,100.0,0.0,Media
246,Université de l'Île de American Samoa,1ª Adjudicación,0,0,0,10,0,10,0.0,0.0,Alta
246,Université de l'Île de American Samoa,2ª Adjudicación,0,0,0,10,0,10,0.0,0.0,Alta
246,Université de l'Île de American Samoa,3ª Adjudicación,0,0,0,10,0,10,0.0,0.0,Alta
246,Université de l'Île de American Samoa,Adjudicación Final,0,0,0,10,0,10,0.0,0.0,Alta
247,Uniwersytet Medyczny w Ostrołęka,1ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
247,Uniwersytet Medyczny w Ostrołęka,2ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
247,Uniwersytet Medyczny w Ostrołęka,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
247,Uniwersytet Medyczny w Ostrołęka,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
248,Universität für Musik und darstellende Kunst Dresden,1ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
248,Universität für Musik und darstellende Kunst Dresden,2ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
248,Universität für Musik und darstellende Kunst Dresden,3ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
248,Universität für Musik und darstellende Kunst Dresden,Adjudicación Final,1,1,1,1,0,2,100.0,0.0,Media
249,Università Telematica Internazionale UNINETTUNO,1ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
249,Università Telematica Internazionale UNINETTUNO,2ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
249,Università Telematica Internazionale UNINETTUNO,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
249,Università Telematica Internazionale UNINETTUNO,Adjudicación Final,2,2,2,1,0,3,100.0,0.0,Media
250,Université de l'Île de Wake Island,1ª Adjudicación,2,2,2,3,0,5,100.0,0.0,Alta
250,Université de l'Île de Wake Island,2ª Adjudicación,2,2,2,1,0,3,100.0,0.0,Media
250,Université de l'Île de Wake Island,3ª Adjudicación,2,2,1,0,0,1,50.0,0.0,Baja
250,Université de l'Île de Wake Island,Adjudicación Final,2,2,2,3,0,5,100.0,0.0,Alta
251,Uniwersytet Medyczny w Nowy Sącz,1ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
251,Uniwersytet Medyczny w Nowy Sącz,2ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
251,Uniwersytet Medyczny w Nowy Sącz,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
251,Uniwersytet Medyczny w Nowy Sącz,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
252,Universität für Musik und darstellende Kunst München,1ª Adjudicación,2,2,2,5,0,7,100.0,0.0,Alta
252,Universität für Musik und darstellende Kunst München,2ª Adjudicación,2,2,2,3,0,5,100.0,0.0,Alta
252,Universität für Musik und darstellende Kunst München,3ª Adjudicación,2,2,2,1,0,3,100.0,0.0,Media
252,Universität für Musik und darstellende Kunst München,Adjudicación Final,2,2,2,5,0,7,100.0,0.0,Alta
253,Università degli studi Roma Tre,1ª Adjudicación,1,1,1,5,0,6,100.0,0.0,Alta
253,Università degli studi Roma Tre,2ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
253,Università degli studi Roma Tre,3ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
253,Università degli studi Roma Tre,Adjudicación Final,1,1,1,4,0,5,100.0,0.0,Alta
254,Université de l'Île de Johnston Atoll,1ª Adjudicación,5,5,5,1,1,6,100.0,20.0,Media
254,Université de l'Île de Johnston Atoll,2ª Adjudicación,5,5,4,0,0,4,80.0,0.0,Baja
254,Université de l'Île de Johnston Atoll,3ª Adjudicación,5,5,1,0,0,1,20.0,0.0,Baja
254,Université de l'Île de Johnston Atoll,Adjudicación Final,5,5,5,0,0,5,100.0,0.0,Baja
255,Uniwersytet Medyczny w Biała Podlaska,1ª Adjudicación,3,3,2,0,0,2,66.67,0.0,Baja
255,Uniwersytet Medyczny w Biała Podlaska,2ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
255,Uniwersytet Medyczny w Biała Podlaska,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
255,Uniwersytet Medyczny w Biała Podlaska,Adjudicación Final,3,3,2,0,0,2,66.67,0.0,Baja
256,Universität für Musik und darstellende Kunst Berlin,1ª Adjudicación,5,5,5,1,0,6,100.0,0.0,Media
256,Universität für Musik und darstellende Kunst Berlin,2ª Adjudicación,5,5,1,0,0,1,20.0,0.0,Baja
256,Universität für Musik und darstellende Kunst Berlin,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
256,Universität für Musik und darstellende Kunst Berlin,Adjudicación Final,5,5,5,1,0,6,100.0,0.0,Media
257,Università degli Studi di Modena e Reggio Emilia,1ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
257,Università degli Studi di Modena e Reggio Emilia,2ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
257,Università degli Studi di Modena e Reggio Emilia,3ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
257,Università degli Studi di Modena e Reggio Emilia,Adjudicación Final,1,1,1,3,0,4,100.0,0.0,Alta
258,Université de l'Île de Midway Islands,1ª Adjudicación,2,2,2,4,0,6,100.0,0.0,Alta
258,Université de l'Île de Midway Islands,2ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
258,Université de l'Île de Midway Islands,3ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
258,Université de l'Île de Midway Islands,Adjudicación Final,2,2,2,4,0,6,100.0,0.0,Alta
259,Uniwersytet Medyczny w Zgierz,1ª Adjudicación,4,4,4,6,0,10,100.0,0.0,Alta
259,Uniwersytet Medyczny w Zgierz,2ª Adjudicación,4,4,4,2,0,6,100.0,0.0,Media
259,Uniwersytet Medyczny w Zgierz,3ª Adjudicación,4,4,2,0,0,2,50.0,0.0,Baja
259,Uniwersytet Medyczny w Zgierz,Adjudicación Final,4,4,4,5,0,9,100.0,0.0,Alta
260,Universität für Musik und darstellende Kunst Hannover,1ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
260,Universität für Musik und darstellende Kunst Hannover,2ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
260,Universität für Musik und darstellende Kunst Hannover,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
260,Universität für Musik und darstellende Kunst Hannover,Adjudicación Final,2,2,2,0,0,2,100.0,0.0,Baja
261,Università degli Studi di Firenze,1ª Adjudicación,3,3,3,2,0,5,100.0,0.0,Media
261,Università degli Studi di Firenze,2ª Adjudicación,3,3,2,0,0,2,66.67,0.0,Baja
261,Università degli Studi di Firenze,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
261,Università degli Studi di Firenze,Adjudicación Final,3,3,3,2,0,5,100.0,0.0,Media
262,Université de l'Île de Palmyra Atoll,1ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
262,Université de l'Île de Palmyra Atoll,2ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
262,Université de l'Île de Palmyra Atoll,3ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
262,Université de l'Île de Palmyra Atoll,Adjudicación Final,1,1,1,3,0,4,100.0,0.0,Alta
263,Uniwersytet Medyczny w Jelenia Góra,1ª Adjudicación,3,3,3,3,0,6,100.0,0.0,Media
263,Uniwersytet Medyczny w Jelenia Góra,2ª Adjudicación,3,3,3,0,0,3,100.0,0.0,Baja
263,Uniwersytet Medyczny w Jelenia Góra,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
263,Uniwersytet Medyczny w Jelenia Góra,Adjudicación Final,3,3,3,3,0,6,100.0,0.0,Media
264,Universität für Musik und darstellende Kunst Hamburg,1ª Adjudicación,0,0,0,2,0,2,0.0,0.0,Alta
264,Universität für Musik und darstellende Kunst Hamburg,2ª Adjudicación,0,0,0,2,0,2,0.0,0.0,Alta
264,Universität für Musik und darstellende Kunst Hamburg,3ª Adjudicación,0,0,0,2,0,2,0.0,0.0,Alta
264,Universität für Musik und darstellende Kunst Hamburg,Adjudicación Final,0,0,0,2,0,2,0.0,0.0,Alta
265,Università degli Studi di Siena,1ª Adjudicación,5,5,4,0,0,4,80.0,0.0,Baja
265,Università degli Studi di Siena,2ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
265,Università degli Studi di Siena,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
265,Università degli Studi di Siena,Adjudicación Final,5,5,4,0,0,4,80.0,0.0,Baja
266,Université de l'Île de Kingman Reef,1ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
266,Université de l'Île de Kingman Reef,2ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
266,Université de l'Île de Kingman Reef,3ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
266,Université de l'Île de Kingman Reef,Adjudicación Final,1,1,1,4,0,5,100.0,0.0,Alta
267,Uniwersytet Medyczny w Bielsko-Biała,1ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
267,Uniwersytet Medyczny w Bielsko-Biała,2ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
267,Uniwersytet Medyczny w Bielsko-Biała,3ª Adjudicación,1,1,1,0,0,1,100.0,0.0,Baja
267,Uniwersytet Medyczny w Bielsko-Biała,Adjudicación Final,1,1,1,2,0,3,100.0,0.0,Alta
268,Universität für Musik und darstellende Kunst Stuttgart,1ª Adjudicación,3,3,3,2,0,5,100.0,0.0,Media
268,Universität für Musik und darstellende Kunst Stuttgart,2ª Adjudicación,3,3,2,0,0,2,66.67,0.0,Baja
268,Universität für Musik und darstellende Kunst Stuttgart,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
268,Universität für Musik und darstellende Kunst Stuttgart,Adjudicación Final,3,3,3,2,0,5,100.0,0.0,Media
269,Università degli Studi di Pisa,1ª Adjudicación,3,3,3,2,0,5,100.0,0.0,Media
269,Università degli Studi di Pisa,2ª Adjudicación,3,3,2,0,0,2,66.67,0.0,Baja
269,Università degli Studi di Pisa,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
269,Università degli Studi di Pisa,Adjudicación Final,3,3,3,2,0,5,100.0,0.0,Media
270,Université de l'Île de Jarvis Island,1ª Adjudicación,2,2,2,6,0,8,100.0,0.0,Alta
270,Université de l'Île de Jarvis Island,2ª Adjudicación,2,2,2,4,0,6,100.0,0.0,Alta
270,Université de l'Île de Jarvis Island,3ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
270,Université de l'Île de Jarvis Island,Adjudicación Final,2,2,2,5,0,7,100.0,0.0,Alta
271,Uniwersytet Medyczny w Legionowo,1ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
271,Uniwersytet Medyczny w Legionowo,2ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
271,Uniwersytet Medyczny w Legionowo,3ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
271,Uniwersytet Medyczny w Legionowo,Adjudicación Final,1,1,1,2,0,3,100.0,0.0,Alta
272,Universität für Musik und darstellende Kunst Frankfurt,1ª Adjudicación,5,5,5,5,0,10,100.0,0.0,Media
272,Universität für Musik und darstellende Kunst Frankfurt,2ª Adjudicación,5,5,5,0,0,5,100.0,0.0,Baja
272,Universität für Musik und darstellende Kunst Frankfurt,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
272,Universität für Musik und darstellende Kunst Frankfurt,Adjudicación Final,5,5,5,2,0,7,100.0,0.0,Media
273,Università degli Studi di Napoli Federico II,1ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
